Measure Names,Race,Sex,Year,Average Life Expectancy,Mortality
Life Expectancy,Black,Male,1906,31.8,
Life Expectancy,Black,Male,1907,31.1,
Life Expectancy,Black,Male,1908,33.8,
Life Expectancy,Black,Male,1909,34.2,
Life Expectancy,Black,Male,1910,33.8,
Life Expectancy,Black,Male,1911,34.6,
Life Expectancy,Black,Male,1912,35.9,
Life Expectancy,Black,Male,1913,36.7,
Life Expectancy,Black,Male,1914,37.1,
Life Expectancy,Black,Male,1915,37.5,
Life Expectancy,Black,Male,1916,39.6,
Life Expectancy,Black,Male,1917,37.0,
Life Expectancy,Black,Male,1918,29.9,
Life Expectancy,Black,Male,1919,44.5,
Life Expectancy,Black,Male,1920,45.5,
Life Expectancy,Black,Male,1921,51.6,
Life Expectancy,Black,Male,1922,51.8,
Life Expectancy,Black,Male,1923,47.7,
Life Expectancy,Black,Male,1924,45.5,
Life Expectancy,Black,Male,1925,44.9,
Life Expectancy,Black,Male,1926,43.7,
Life Expectancy,Black,Male,1927,47.6,
Life Expectancy,Black,Male,1928,45.6,
Life Expectancy,Black,Male,1929,45.7,
Life Expectancy,Black,Male,1930,47.3,
Life Expectancy,Black,Male,1931,49.5,
Life Expectancy,Black,Male,1932,52.8,
Life Expectancy,Black,Male,1933,53.5,
Life Expectancy,Black,Male,1934,50.2,
Life Expectancy,Black,Male,1935,51.3,
Life Expectancy,Black,Male,1936,47.0,
Life Expectancy,Black,Male,1937,48.3,
Life Expectancy,Black,Male,1938,51.7,
Life Expectancy,Black,Male,1939,53.2,
Life Expectancy,Black,Male,1940,51.5,
Life Expectancy,Black,Male,1941,52.5,
Life Expectancy,Black,Male,1942,55.4,
Life Expectancy,Black,Male,1943,55.4,
Life Expectancy,Black,Male,1944,55.8,
Life Expectancy,Black,Male,1945,56.1,
Life Expectancy,Black,Male,1946,57.5,
Life Expectancy,Black,Male,1947,57.9,
Life Expectancy,Black,Male,1948,58.1,
Life Expectancy,Black,Male,1949,58.9,
Life Expectancy,Black,Male,1950,59.1,
Life Expectancy,Black,Male,1951,59.2,
Life Expectancy,Black,Male,1952,59.1,
Life Expectancy,Black,Male,1953,59.7,
Life Expectancy,Black,Male,1954,61.1,
Life Expectancy,Black,Male,1955,61.4,
Life Expectancy,Black,Male,1956,61.3,
Life Expectancy,Black,Male,1957,60.7,
Life Expectancy,Black,Male,1958,61.0,
Life Expectancy,Black,Male,1959,61.3,
Life Expectancy,Black,Male,1960,61.1,
Life Expectancy,Black,Male,1961,62.0,
Life Expectancy,Black,Male,1962,61.6,
Life Expectancy,Black,Male,1963,61.0,
Life Expectancy,Black,Male,1964,61.3,
Life Expectancy,Black,Male,1965,61.2,
Life Expectancy,Black,Male,1966,60.9,
Life Expectancy,Black,Male,1967,61.4,
Life Expectancy,Black,Male,1968,60.4,
Life Expectancy,Black,Male,1969,60.6,
Life Expectancy,Black,Male,1970,60.0,
Life Expectancy,Black,Male,1971,60.5,
Life Expectancy,Black,Male,1972,60.4,
Life Expectancy,Black,Male,1973,60.9,
Life Expectancy,Black,Male,1974,61.7,
Life Expectancy,Black,Male,1975,62.4,
Life Expectancy,Black,Male,1976,62.9,
Life Expectancy,Black,Male,1977,63.4,
Life Expectancy,Black,Male,1978,63.7,
Life Expectancy,Black,Male,1979,64.0,
Life Expectancy,Black,Male,1980,63.8,
Life Expectancy,Black,Male,1981,64.5,
Life Expectancy,Black,Male,1982,65.1,
Life Expectancy,Black,Male,1983,65.2,
Life Expectancy,Black,Male,1984,65.3,
Life Expectancy,Black,Male,1985,65.0,
Life Expectancy,Black,Male,1986,64.8,
Life Expectancy,Black,Male,1987,64.7,
Life Expectancy,Black,Male,1988,64.4,
Life Expectancy,Black,Male,1989,64.3,
Life Expectancy,Black,Male,1990,64.5,
Life Expectancy,Black,Male,1991,64.6,
Life Expectancy,Black,Male,1992,65.0,
Life Expectancy,Black,Male,1993,64.6,
Life Expectancy,Black,Male,1994,64.9,
Life Expectancy,Black,Male,1995,65.2,
Life Expectancy,Black,Male,1996,66.1,
Life Expectancy,Black,Male,1997,67.2,
Life Expectancy,Black,Male,1998,67.6,
Life Expectancy,Black,Male,1999,67.8,
Life Expectancy,Black,Male,2000,68.2,
Life Expectancy,Black,Male,2001,68.5,
Life Expectancy,Black,Male,2002,68.7,
Life Expectancy,Black,Male,2003,68.9,
Life Expectancy,Black,Male,2004,69.4,
Life Expectancy,Black,Male,2005,69.5,
Life Expectancy,Black,Male,2006,69.9,
Life Expectancy,Black,Male,2007,70.3,
Life Expectancy,Black,Male,2008,70.9,
Life Expectancy,Black,Male,2009,71.4,
Life Expectancy,Black,Male,2010,71.8,
Life Expectancy,Black,Male,2011,72.2,
Life Expectancy,Black,Male,2012,72.3,
Life Expectancy,Black,Male,2013,72.3,
Life Expectancy,White,Both Sexes,1900,47.6,
Life Expectancy,White,Both Sexes,1901,49.4,
Life Expectancy,White,Both Sexes,1902,51.9,
Life Expectancy,White,Both Sexes,1903,50.9,
Life Expectancy,White,Both Sexes,1904,48.0,
Life Expectancy,White,Both Sexes,1905,49.1,
Life Expectancy,White,Both Sexes,1906,49.3,
Life Expectancy,White,Both Sexes,1907,48.1,
Life Expectancy,White,Both Sexes,1908,51.5,
Life Expectancy,White,Both Sexes,1909,52.5,
Life Expectancy,White,Both Sexes,1910,50.3,
Life Expectancy,White,Both Sexes,1911,53.0,
Life Expectancy,White,Both Sexes,1912,53.9,
Life Expectancy,White,Both Sexes,1913,53.0,
Life Expectancy,White,Both Sexes,1914,54.9,
Life Expectancy,White,Both Sexes,1915,55.1,
Life Expectancy,White,Both Sexes,1916,52.5,
Life Expectancy,White,Both Sexes,1917,52.0,
Life Expectancy,White,Both Sexes,1918,39.8,
Life Expectancy,White,Both Sexes,1919,55.8,
Life Expectancy,White,Both Sexes,1920,54.9,
Life Expectancy,White,Both Sexes,1921,61.8,
Life Expectancy,White,Both Sexes,1922,60.4,
Life Expectancy,White,Both Sexes,1923,58.3,
Life Expectancy,White,Both Sexes,1924,61.4,
Life Expectancy,White,Both Sexes,1925,60.7,
Life Expectancy,White,Both Sexes,1926,58.2,
Life Expectancy,White,Both Sexes,1927,62.0,
Life Expectancy,White,Both Sexes,1928,58.4,
Life Expectancy,White,Both Sexes,1929,58.6,
Life Expectancy,White,Both Sexes,1930,61.4,
Life Expectancy,White,Both Sexes,1931,62.6,
Life Expectancy,White,Both Sexes,1932,63.2,
Life Expectancy,White,Both Sexes,1933,64.3,
Life Expectancy,White,Both Sexes,1934,62.4,
Life Expectancy,White,Both Sexes,1935,62.9,
Life Expectancy,White,Both Sexes,1936,59.8,
Life Expectancy,White,Both Sexes,1937,61.4,
Life Expectancy,White,Both Sexes,1938,65.0,
Life Expectancy,White,Both Sexes,1939,64.9,
Life Expectancy,White,Both Sexes,1940,64.2,
Life Expectancy,White,Both Sexes,1941,66.2,
Life Expectancy,White,Both Sexes,1942,67.3,
Life Expectancy,White,Both Sexes,1943,64.2,
Life Expectancy,White,Both Sexes,1944,66.2,
Life Expectancy,White,Both Sexes,1945,66.8,
Life Expectancy,White,Both Sexes,1946,67.5,
Life Expectancy,White,Both Sexes,1947,67.6,
Life Expectancy,White,Both Sexes,1948,68.0,
Life Expectancy,White,Both Sexes,1949,68.8,
Life Expectancy,White,Both Sexes,1950,69.1,
Life Expectancy,White,Both Sexes,1951,69.3,
Life Expectancy,White,Both Sexes,1952,69.5,
Life Expectancy,White,Both Sexes,1953,69.7,
Life Expectancy,White,Both Sexes,1954,70.5,
Life Expectancy,White,Both Sexes,1955,70.5,
Life Expectancy,White,Both Sexes,1956,70.5,
Life Expectancy,White,Both Sexes,1957,70.3,
Life Expectancy,White,Both Sexes,1958,70.5,
Life Expectancy,White,Both Sexes,1959,70.7,
Life Expectancy,White,Both Sexes,1960,70.6,
Life Expectancy,White,Both Sexes,1961,71.0,
Life Expectancy,White,Both Sexes,1962,70.9,
Life Expectancy,White,Both Sexes,1963,70.8,
Life Expectancy,White,Both Sexes,1964,71.0,
Life Expectancy,White,Both Sexes,1965,71.1,
Life Expectancy,White,Both Sexes,1966,71.1,
Life Expectancy,White,Both Sexes,1967,71.4,
Life Expectancy,White,Both Sexes,1968,71.1,
Life Expectancy,White,Both Sexes,1969,71.4,
Life Expectancy,White,Both Sexes,1970,71.7,
Life Expectancy,White,Both Sexes,1971,72.0,
Life Expectancy,White,Both Sexes,1972,72.0,
Life Expectancy,White,Both Sexes,1973,72.2,
Life Expectancy,White,Both Sexes,1974,72.8,
Life Expectancy,White,Both Sexes,1975,73.4,
Life Expectancy,White,Both Sexes,1976,73.6,
Life Expectancy,White,Both Sexes,1977,74.0,
Life Expectancy,White,Both Sexes,1978,74.1,
Life Expectancy,White,Both Sexes,1979,74.6,
Life Expectancy,White,Both Sexes,1980,74.4,
Life Expectancy,White,Both Sexes,1981,74.8,
Life Expectancy,White,Both Sexes,1982,75.1,
Life Expectancy,White,Both Sexes,1983,75.2,
Life Expectancy,White,Both Sexes,1984,75.3,
Life Expectancy,White,Both Sexes,1985,75.3,
Life Expectancy,White,Both Sexes,1986,75.4,
Life Expectancy,White,Both Sexes,1987,75.6,
Life Expectancy,White,Both Sexes,1988,75.6,
Life Expectancy,White,Both Sexes,1989,75.9,
Life Expectancy,White,Both Sexes,1990,76.1,
Life Expectancy,White,Both Sexes,1991,76.3,
Life Expectancy,White,Both Sexes,1992,76.5,
Life Expectancy,White,Both Sexes,1993,76.3,
Life Expectancy,White,Both Sexes,1994,76.5,
Life Expectancy,White,Both Sexes,1995,76.5,
Life Expectancy,White,Both Sexes,1996,76.8,
Life Expectancy,White,Both Sexes,1997,77.1,
Life Expectancy,White,Both Sexes,1998,77.3,
Life Expectancy,White,Both Sexes,1999,77.3,
Life Expectancy,White,Both Sexes,2000,77.3,
Life Expectancy,White,Both Sexes,2001,77.5,
Life Expectancy,White,Both Sexes,2002,77.5,
Life Expectancy,White,Both Sexes,2003,77.7,
Life Expectancy,White,Both Sexes,2004,78.1,
Life Expectancy,White,Both Sexes,2005,78.0,
Life Expectancy,White,Both Sexes,2006,78.3,
Life Expectancy,White,Both Sexes,2007,78.5,
Life Expectancy,White,Both Sexes,2008,78.5,
Life Expectancy,White,Both Sexes,2009,78.8,
Life Expectancy,White,Both Sexes,2010,78.9,
Life Expectancy,White,Both Sexes,2011,79.0,
Life Expectancy,White,Both Sexes,2012,79.1,
Life Expectancy,White,Both Sexes,2013,79.1,
Life Expectancy,White,Female,1900,48.7,
Life Expectancy,White,Female,1901,51.0,
Life Expectancy,White,Female,1902,53.8,
Life Expectancy,White,Female,1903,52.5,
Life Expectancy,White,Female,1904,49.5,
Life Expectancy,White,Female,1905,50.6,
Life Expectancy,White,Female,1906,51.4,
Life Expectancy,White,Female,1907,50.4,
Life Expectancy,White,Female,1908,53.3,
Life Expectancy,White,Female,1909,54.2,
Life Expectancy,White,Female,1910,52.0,
Life Expectancy,White,Female,1911,54.9,
Life Expectancy,White,Female,1912,56.2,
Life Expectancy,White,Female,1913,55.7,
Life Expectancy,White,Female,1914,57.5,
Life Expectancy,White,Female,1915,57.5,
Life Expectancy,White,Female,1916,55.2,
Life Expectancy,White,Female,1917,55.3,
Life Expectancy,White,Female,1918,43.2,
Life Expectancy,White,Female,1919,57.4,
Life Expectancy,White,Female,1920,55.6,
Life Expectancy,White,Female,1921,62.9,
Life Expectancy,White,Female,1922,61.9,
Life Expectancy,White,Female,1923,59.6,
Life Expectancy,White,Female,1924,63.4,
Life Expectancy,White,Female,1925,62.4,
Life Expectancy,White,Female,1926,59.6,
Life Expectancy,White,Female,1927,63.9,
Life Expectancy,White,Female,1928,60.0,
Life Expectancy,White,Female,1929,60.3,
Life Expectancy,White,Female,1930,63.5,
Life Expectancy,White,Female,1931,64.7,
Life Expectancy,White,Female,1932,64.5,
Life Expectancy,White,Female,1933,66.3,
Life Expectancy,White,Female,1934,64.6,
Life Expectancy,White,Female,1935,65.0,
Life Expectancy,White,Female,1936,61.9,
Life Expectancy,White,Female,1937,63.8,
Life Expectancy,White,Female,1938,66.8,
Life Expectancy,White,Female,1939,66.6,
Life Expectancy,White,Female,1940,66.6,
Life Expectancy,White,Female,1941,68.5,
Life Expectancy,White,Female,1942,69.4,
Life Expectancy,White,Female,1943,65.7,
Life Expectancy,White,Female,1944,68.4,
Life Expectancy,White,Female,1945,69.5,
Life Expectancy,White,Female,1946,70.3,
Life Expectancy,White,Female,1947,70.5,
Life Expectancy,White,Female,1948,71.0,
Life Expectancy,White,Female,1949,71.9,
Life Expectancy,White,Female,1950,72.2,
Life Expectancy,White,Female,1951,72.4,
Life Expectancy,White,Female,1952,72.6,
Life Expectancy,White,Female,1953,73.0,
Life Expectancy,White,Female,1954,73.7,
Life Expectancy,White,Female,1955,73.7,
Life Expectancy,White,Female,1956,73.9,
Life Expectancy,White,Female,1957,73.7,
Life Expectancy,White,Female,1958,73.9,
Life Expectancy,White,Female,1959,74.2,
Life Expectancy,White,Female,1960,74.1,
Life Expectancy,White,Female,1961,74.6,
Life Expectancy,White,Female,1962,74.5,
Life Expectancy,White,Female,1963,74.4,
Life Expectancy,White,Female,1964,74.7,
Life Expectancy,White,Female,1965,74.8,
Life Expectancy,White,Female,1966,74.8,
Life Expectancy,White,Female,1967,75.2,
Life Expectancy,White,Female,1968,75.0,
Life Expectancy,White,Female,1969,75.3,
Life Expectancy,White,Female,1970,75.6,
Life Expectancy,White,Female,1971,75.8,
Life Expectancy,White,Female,1972,75.9,
Life Expectancy,White,Female,1973,76.1,
Life Expectancy,White,Female,1974,76.7,
Life Expectancy,White,Female,1975,77.3,
Life Expectancy,White,Female,1976,77.5,
Life Expectancy,White,Female,1977,77.9,
Life Expectancy,White,Female,1978,78.0,
Life Expectancy,White,Female,1979,78.4,
Life Expectancy,White,Female,1980,78.1,
Life Expectancy,White,Female,1981,78.4,
Life Expectancy,White,Female,1982,78.7,
Life Expectancy,White,Female,1983,78.7,
Life Expectancy,White,Female,1984,78.7,
Life Expectancy,White,Female,1985,78.7,
Life Expectancy,White,Female,1986,78.8,
Life Expectancy,White,Female,1987,78.9,
Life Expectancy,White,Female,1988,78.9,
Life Expectancy,White,Female,1989,79.2,
Life Expectancy,White,Female,1990,79.4,
Life Expectancy,White,Female,1991,79.6,
Life Expectancy,White,Female,1992,79.8,
Life Expectancy,White,Female,1993,79.5,
Life Expectancy,White,Female,1994,79.6,
Life Expectancy,White,Female,1995,79.6,
Life Expectancy,White,Female,1996,79.7,
Life Expectancy,White,Female,1997,79.9,
Life Expectancy,White,Female,1998,80.0,
Life Expectancy,White,Female,1999,79.9,
Life Expectancy,White,Female,2000,79.9,
Life Expectancy,White,Female,2001,80.0,
Life Expectancy,White,Female,2002,80.1,
Life Expectancy,White,Female,2003,80.2,
Life Expectancy,White,Female,2004,80.5,
Life Expectancy,White,Female,2005,80.5,
Life Expectancy,White,Female,2006,80.7,
Life Expectancy,White,Female,2007,80.9,
Life Expectancy,White,Female,2008,80.9,
Life Expectancy,White,Female,2009,81.2,
Life Expectancy,White,Female,2010,81.3,
Life Expectancy,White,Female,2011,81.3,
Life Expectancy,White,Female,2012,81.4,
Life Expectancy,White,Female,2013,81.4,
Life Expectancy,White,Male,1900,46.6,
Life Expectancy,White,Male,1901,48.0,
Life Expectancy,White,Male,1902,50.2,
Life Expectancy,White,Male,1903,49.5,
Life Expectancy,White,Male,1904,46.6,
Life Expectancy,White,Male,1905,47.6,
Life Expectancy,White,Male,1906,47.3,
Life Expectancy,White,Male,1907,46.0,
Life Expectancy,White,Male,1908,49.9,
Life Expectancy,White,Male,1909,50.9,
Life Expectancy,White,Male,1910,48.6,
Life Expectancy,White,Male,1911,51.3,
Life Expectancy,White,Male,1912,51.9,
Life Expectancy,White,Male,1913,50.8,
Life Expectancy,White,Male,1914,52.7,
Life Expectancy,White,Male,1915,53.1,
Life Expectancy,White,Male,1916,50.2,
Life Expectancy,White,Male,1917,49.3,
Life Expectancy,White,Male,1918,37.1,
Life Expectancy,White,Male,1919,54.5,
Life Expectancy,White,Male,1920,54.4,
Life Expectancy,White,Male,1921,60.8,
Life Expectancy,White,Male,1922,59.1,
Life Expectancy,White,Male,1923,57.1,
Life Expectancy,White,Male,1924,59.8,
Life Expectancy,White,Male,1925,59.3,
Life Expectancy,White,Male,1926,57.0,
Life Expectancy,White,Male,1927,60.5,
Life Expectancy,White,Male,1928,57.0,
Life Expectancy,White,Male,1929,57.2,
Life Expectancy,White,Male,1930,59.7,
Life Expectancy,White,Male,1931,60.8,
Life Expectancy,White,Male,1932,62.0,
Life Expectancy,White,Male,1933,62.7,
Life Expectancy,White,Male,1934,60.5,
Life Expectancy,White,Male,1935,61.0,
Life Expectancy,White,Male,1936,58.0,
Life Expectancy,White,Male,1937,59.3,
Life Expectancy,White,Male,1938,63.2,
Life Expectancy,White,Male,1939,63.3,
Life Expectancy,White,Male,1940,62.1,
Life Expectancy,White,Male,1941,64.4,
Life Expectancy,White,Male,1942,65.9,
Life Expectancy,White,Male,1943,63.2,
Life Expectancy,White,Male,1944,64.5,
Life Expectancy,White,Male,1945,64.4,
Life Expectancy,White,Male,1946,65.1,
Life Expectancy,White,Male,1947,65.2,
Life Expectancy,White,Male,1948,65.5,
Life Expectancy,White,Male,1949,66.2,
Life Expectancy,White,Male,1950,66.5,
Life Expectancy,White,Male,1951,66.5,
Life Expectancy,White,Male,1952,66.6,
Life Expectancy,White,Male,1953,66.8,
Life Expectancy,White,Male,1954,67.5,
Life Expectancy,White,Male,1955,67.4,
Life Expectancy,White,Male,1956,67.5,
Life Expectancy,White,Male,1957,67.2,
Life Expectancy,White,Male,1958,67.4,
Life Expectancy,White,Male,1959,67.5,
Life Expectancy,White,Male,1960,67.4,
Life Expectancy,White,Male,1961,67.8,
Life Expectancy,White,Male,1962,67.7,
Life Expectancy,White,Male,1963,67.4,
Life Expectancy,White,Male,1964,67.7,
Life Expectancy,White,Male,1965,67.6,
Life Expectancy,White,Male,1966,67.5,
Life Expectancy,White,Male,1967,67.8,
Life Expectancy,White,Male,1968,67.5,
Life Expectancy,White,Male,1969,67.7,
Life Expectancy,White,Male,1970,68.0,
Life Expectancy,White,Male,1971,68.3,
Life Expectancy,White,Male,1972,68.3,
Life Expectancy,White,Male,1973,68.5,
Life Expectancy,White,Male,1974,69.0,
Life Expectancy,White,Male,1975,69.5,
Life Expectancy,White,Male,1976,69.9,
Life Expectancy,White,Male,1977,70.2,
Life Expectancy,White,Male,1978,70.4,
Life Expectancy,White,Male,1979,70.8,
Life Expectancy,White,Male,1980,70.7,
Life Expectancy,White,Male,1981,71.1,
Life Expectancy,White,Male,1982,71.5,
Life Expectancy,White,Male,1983,71.6,
Life Expectancy,White,Male,1984,71.8,
Life Expectancy,White,Male,1985,71.8,
Life Expectancy,White,Male,1986,71.9,
Life Expectancy,White,Male,1987,72.1,
Life Expectancy,White,Male,1988,72.2,
Life Expectancy,White,Male,1989,72.5,
Life Expectancy,White,Male,1990,72.7,
Life Expectancy,White,Male,1991,72.9,
Life Expectancy,White,Male,1992,73.2,
Life Expectancy,White,Male,1993,73.1,
Life Expectancy,White,Male,1994,73.3,
Life Expectancy,White,Male,1995,73.4,
Life Expectancy,White,Male,1996,73.9,
Life Expectancy,White,Male,1997,74.3,
Life Expectancy,White,Male,1998,74.5,
Life Expectancy,White,Male,1999,74.6,
Life Expectancy,White,Male,2000,74.7,
Life Expectancy,White,Male,2001,74.9,
Life Expectancy,White,Male,2002,74.9,
Life Expectancy,White,Male,2003,75.1,
Life Expectancy,White,Male,2004,75.5,
Life Expectancy,White,Male,2005,75.5,
Life Expectancy,White,Male,2006,75.8,
Life Expectancy,White,Male,2007,76.0,
Life Expectancy,White,Male,2008,76.1,
Life Expectancy,White,Male,2009,76.4,
Life Expectancy,White,Male,2010,76.5,
Life Expectancy,White,Male,2011,76.6,
Life Expectancy,White,Male,2012,76.7,
Life Expectancy,White,Male,2013,76.7,
Mortality,All Races,Both Sexes,1900,,2518.0
Mortality,All Races,Both Sexes,1901,,2473.1
Mortality,All Races,Both Sexes,1902,,2301.3
Mortality,All Races,Both Sexes,1903,,2379.0
Mortality,All Races,Both Sexes,1904,,2502.5
Mortality,All Races,Both Sexes,1905,,2423.7
Mortality,All Races,Both Sexes,1906,,2399.0
Mortality,All Races,Both Sexes,1907,,2494.4
Mortality,All Races,Both Sexes,1908,,2298.9
Mortality,All Races,Both Sexes,1909,,2249.2
Mortality,All Races,Both Sexes,1910,,2317.2
Mortality,All Races,Both Sexes,1911,,2245.4
Mortality,All Races,Both Sexes,1912,,2211.7
Mortality,All Races,Both Sexes,1913,,2206.5
Mortality,All Races,Both Sexes,1914,,2149.3
Mortality,All Races,Both Sexes,1915,,2174.8
Mortality,All Races,Both Sexes,1916,,2266.6
Mortality,All Races,Both Sexes,1917,,2275.9
Mortality,All Races,Both Sexes,1918,,2541.6
Mortality,All Races,Both Sexes,1919,,2057.2
Mortality,All Races,Both Sexes,1920,,2147.1
Mortality,All Races,Both Sexes,1921,,1958.2
Mortality,All Races,Both Sexes,1922,,2049.5
Mortality,All Races,Both Sexes,1923,,2141.4
Mortality,All Races,Both Sexes,1924,,2038.0
Mortality,All Races,Both Sexes,1925,,2068.7
Mortality,All Races,Both Sexes,1926,,2146.2
Mortality,All Races,Both Sexes,1927,,1989.5
Mortality,All Races,Both Sexes,1928,,2124.6
Mortality,All Races,Both Sexes,1929,,2081.2
Mortality,All Races,Both Sexes,1930,,1943.8
Mortality,All Races,Both Sexes,1931,,1895.1
Mortality,All Races,Both Sexes,1932,,1897.1
Mortality,All Races,Both Sexes,1933,,1850.1
Mortality,All Races,Both Sexes,1934,,1888.2
Mortality,All Races,Both Sexes,1935,,1860.1
Mortality,All Races,Both Sexes,1936,,1963.7
Mortality,All Races,Both Sexes,1937,,1882.6
Mortality,All Races,Both Sexes,1938,,1764.3
Mortality,All Races,Both Sexes,1939,,1766.9
Mortality,All Races,Both Sexes,1940,,1785.0
Mortality,All Races,Both Sexes,1941,,1694.6
Mortality,All Races,Both Sexes,1942,,1635.8
Mortality,All Races,Both Sexes,1943,,1702.4
Mortality,All Races,Both Sexes,1944,,1618.5
Mortality,All Races,Both Sexes,1945,,1575.4
Mortality,All Races,Both Sexes,1946,,1529.7
Mortality,All Races,Both Sexes,1947,,1532.0
Mortality,All Races,Both Sexes,1948,,1501.7
Mortality,All Races,Both Sexes,1949,,1457.3
Mortality,All Races,Both Sexes,1950,,1446.0
Mortality,All Races,Both Sexes,1951,,1423.5
Mortality,All Races,Both Sexes,1952,,1394.6
Mortality,All Races,Both Sexes,1953,,1385.6
Mortality,All Races,Both Sexes,1954,,1314.8
Mortality,All Races,Both Sexes,1955,,1332.3
Mortality,All Races,Both Sexes,1956,,1333.7
Mortality,All Races,Both Sexes,1957,,1356.7
Mortality,All Races,Both Sexes,1958,,1343.4
Mortality,All Races,Both Sexes,1959,,1317.3
Mortality,All Races,Both Sexes,1960,,1339.2
Mortality,All Races,Both Sexes,1961,,1298.8
Mortality,All Races,Both Sexes,1962,,1323.6
Mortality,All Races,Both Sexes,1963,,1346.3
Mortality,All Races,Both Sexes,1964,,1303.8
Mortality,All Races,Both Sexes,1965,,1306.5
Mortality,All Races,Both Sexes,1966,,1309.0
Mortality,All Races,Both Sexes,1967,,1274.0
Mortality,All Races,Both Sexes,1968,,1304.5
Mortality,All Races,Both Sexes,1969,,1271.8
Mortality,All Races,Both Sexes,1970,,1222.6
Mortality,All Races,Both Sexes,1971,,1213.1
Mortality,All Races,Both Sexes,1972,,1214.8
Mortality,All Races,Both Sexes,1973,,1201.2
Mortality,All Races,Both Sexes,1974,,1151.8
Mortality,All Races,Both Sexes,1975,,1094.4
Mortality,All Races,Both Sexes,1976,,1084.1
Mortality,All Races,Both Sexes,1977,,1051.6
Mortality,All Races,Both Sexes,1978,,1043.7
Mortality,All Races,Both Sexes,1979,,1010.6
Mortality,All Races,Both Sexes,1980,,1038.7
Mortality,All Races,Both Sexes,1981,,1007.0
Mortality,All Races,Both Sexes,1982,,984.9
Mortality,All Races,Both Sexes,1983,,990.0
Mortality,All Races,Both Sexes,1984,,982.1
Mortality,All Races,Both Sexes,1985,,987.8
Mortality,All Races,Both Sexes,1986,,978.4
Mortality,All Races,Both Sexes,1987,,969.6
Mortality,All Races,Both Sexes,1988,,975.1
Mortality,All Races,Both Sexes,1989,,949.9
Mortality,All Races,Both Sexes,1990,,938.0
Mortality,All Races,Both Sexes,1991,,921.9
Mortality,All Races,Both Sexes,1992,,905.3
Mortality,All Races,Both Sexes,1993,,925.8
Mortality,All Races,Both Sexes,1994,,913.2
Mortality,All Races,Both Sexes,1995,,909.5
Mortality,All Races,Both Sexes,1996,,893.7
Mortality,All Races,Both Sexes,1997,,877.7
Mortality,All Races,Both Sexes,1998,,870.1
Mortality,All Races,Both Sexes,1999,,875.6
Mortality,All Races,Both Sexes,2000,,869.0
Mortality,All Races,Both Sexes,2001,,858.8
Mortality,All Races,Both Sexes,2002,,855.9
Mortality,All Races,Both Sexes,2003,,843.5
Mortality,All Races,Both Sexes,2004,,813.7
Mortality,All Races,Both Sexes,2005,,815.0
Mortality,All Races,Both Sexes,2006,,791.8
Mortality,All Races,Both Sexes,2007,,775.3
Mortality,All Races,Both Sexes,2008,,774.9
Mortality,All Races,Both Sexes,2009,,749.6
Mortality,All Races,Both Sexes,2010,,747.0
Mortality,All Races,Both Sexes,2011,,741.3
Mortality,All Races,Both Sexes,2012,,732.8
Mortality,All Races,Both Sexes,2013,,731.9
Mortality,All Races,Female,1900,,2410.4
Mortality,All Races,Female,1901,,2350.5
Mortality,All Races,Female,1902,,2162.8
Mortality,All Races,Female,1903,,2250.6
Mortality,All Races,Female,1904,,2358.8
Mortality,All Races,Female,1905,,2287.7
Mortality,All Races,Female,1906,,2244.6
Mortality,All Races,Female,1907,,2327.3
Mortality,All Races,Female,1908,,2162.3
Mortality,All Races,Female,1909,,2111.5
Mortality,All Races,Female,1910,,2171.3
Mortality,All Races,Female,1911,,2112.1
Mortality,All Races,Female,1912,,2067.2
Mortality,All Races,Female,1913,,2058.1
Mortality,All Races,Female,1914,,2009.0
Mortality,All Races,Female,1915,,2044.3
Mortality,All Races,Female,1916,,2123.3
Mortality,All Races,Female,1917,,2119.9
Mortality,All Races,Female,1918,,2342.8
Mortality,All Races,Female,1919,,1973.1
Mortality,All Races,Female,1920,,2081.3
Mortality,All Races,Female,1921,,1890.4
Mortality,All Races,Female,1922,,1965.1
Mortality,All Races,Female,1923,,2050.5
Mortality,All Races,Female,1924,,1927.2
Mortality,All Races,Female,1925,,1957.1
Mortality,All Races,Female,1926,,2028.0
Mortality,All Races,Female,1927,,1863.8
Mortality,All Races,Female,1928,,1990.5
Mortality,All Races,Female,1929,,1940.9
Mortality,All Races,Female,1930,,1798.3
Mortality,All Races,Female,1931,,1743.6
Mortality,All Races,Female,1932,,1758.4
Mortality,All Races,Female,1933,,1699.1
Mortality,All Races,Female,1934,,1720.7
Mortality,All Races,Female,1935,,1690.6
Mortality,All Races,Female,1936,,1780.6
Mortality,All Races,Female,1937,,1695.1
Mortality,All Races,Female,1938,,1599.1
Mortality,All Races,Female,1939,,1599.8
Mortality,All Races,Female,1940,,1599.4
Mortality,All Races,Female,1941,,1502.4
Mortality,All Races,Female,1942,,1444.7
Mortality,All Races,Female,1943,,1507.8
Mortality,All Races,Female,1944,,1428.4
Mortality,All Races,Female,1945,,1376.8
Mortality,All Races,Female,1946,,1342.8
Mortality,All Races,Female,1947,,1332.5
Mortality,All Races,Female,1948,,1296.4
Mortality,All Races,Female,1949,,1252.6
Mortality,All Races,Female,1950,,1236.0
Mortality,All Races,Female,1951,,1213.4
Mortality,All Races,Female,1952,,1186.7
Mortality,All Races,Female,1953,,1172.6
